1.67765e-05,1.71826e-08,0,0
0.000428932,0.00101963,0.00293866,0.00631271
4.61304e-05,-0.00110643,0.00587735,0.0126254
0.000310086,0.000375873,0.00881608,0.0189382
0.000574215,0.0017475,0.0117549,0.025251
0.00110823,0.00430057,0.0146937,0.0315638
0.00148849,0.00598551,0.0176327,0.0378767
0.00221149,0.00897119,0.0205718,0.0441897
0.00287735,0.0115313,0.0235111,0.0505028
0.00362056,0.0142275,0.0264505,0.056816
0.00444954,0.0170807,0.0293901,0.0631293
0.00536181,0.0200733,0.0293901,0.0631293
0.00607205,0.0223118,0.0323299,0.0694428
0.00708816,0.025394,0.0323299,0.0694428
0.00815002,0.0284873,0.0323299,0.0694428
0.00925063,0.031567,0.0352699,0.0757564
0.0101309,0.0339504,0.0352699,0.0757564
0.0113418,0.0371318,0.0382102,0.0820702
0.0126291,0.0404036,0.0382102,0.0820702
0.0139568,0.0436771,0.0411508,0.0883841
0.0153539,0.0470205,0.0411508,0.0883841
0.016796,0.0503807,0.0440916,0.0946983
0.0183137,0.0538285,0.0440916,0.0946983
0.0198654,0.0572715,0.0470328,0.101013
0.0214936,0.0608054,0.0470328,0.101013
0.0231501,0.0643282,0.0499743,0.107327
0.0248792,0.0679348,0.0499743,0.107327
0.0266358,0.0715348,0.0529161,0.113642
0.0284615,0.0752136,0.0558583,0.119957
0.0303506,0.0789716,0.0558583,0.119957
0.0327483,0.0836737,0.0588009,0.126272
0.0347308,0.0875074,0.061744,0.132588
0.0367708,0.0914179,0.061744,0.132588
0.0383157,0.0943583,0.0646874,0.138904
0.0409557,0.0993424,0.0646874,0.138904
0.0430879,0.103337,0.0676313,0.14522
0.0452717,0.107402,0.0705757,0.151537
0.0475042,0.111544,0.0705757,0.151537
0.0491877,0.11466,0.0735206,0.157853
0.0503254,0.11676,0.076466,0.164171
0.0520737,0.119986,0.076466,0.164171
0.0549966,0.125378,0.076466,0.164171
0.0573315,0.129679,0.079412,0.170488
0.0591158,0.132965,0.0823585,0.176806
0.0615301,0.13742,0.0853056,0.183124
0.0639796,0.141954,0.0853056,0.183124
0.0670438,0.147647,0.0882533,0.189443
0.0695265,0.152278,0.0912016,0.195762
0.0720362,0.156983,0.0941506,0.202081
0.0745748,0.161769,0.0941506,0.202081
0.0769048,0.166187,0.0971003,0.208401
0.0794077,0.170961,0.100051,0.214722
0.0819864,0.175913,0.103002,0.221043
0.0845818,0.180932,0.105953,0.227364
0.0865501,0.184762,0.105953,0.227364
0.0889581,0.189479,0.108906,0.233686
0.0915768,0.194648,0.111859,0.240008
0.0935626,0.198593,0.114813,0.246331
0.0962271,0.203921,0.114813,0.246331
0.0985182,0.208538,0.117768,0.252655
0.1011,0.213782,0.120724,0.258979
0.103734,0.219172,0.12368,0.265303
0.105734,0.223292,0.12368,0.265303
0.108054,0.2281,0.126638,0.271628
0.110501,0.23321,0.129596,0.277954
0.113047,0.238563,0.132555,0.28428
0.115625,0.244017,0.135515,0.290607
0.118239,0.249579,0.135515,0.290607
0.120889,0.255256,0.138477,0.296935
0.123177,0.260194,0.141439,0.303263
0.125586,0.265417,0.144402,0.309592
0.128033,0.270746,0.147366,0.315921
0.130524,0.276191,0.150331,0.322251
0.133055,0.281741,0.150331,0.322251
0.135092,0.286224,0.153297,0.328582
0.13794,0.292518,0.156265,0.334914
0.140225,0.297579,0.159233,0.341246
0.142622,0.302897,0.162202,0.347579
0.145069,0.308334,0.165173,0.353913
0.147559,0.313869,0.168145,0.360248
0.150093,0.319504,0.168145,0.360248
0.152093,0.323956,0.171118,0.366583
0.154362,0.329008,0.174092,0.372919
0.156783,0.334394,0.177068,0.379256
0.159244,0.339866,0.180044,0.385594
0.161753,0.34544,0.180044,0.385594
0.164248,0.350974,0.183022,0.391933
0.166474,0.355906,0.186001,0.398272
0.168251,0.35984,0.188982,0.404613
0.17076,0.365381,0.191964,0.410954
0.173297,0.370976,0.191964,0.410954
0.175829,0.376547,0.194947,0.417296
0.178046,0.381412,0.197932,0.423639
0.179831,0.385323,0.200918,0.429983
0.182378,0.39089,0.203905,0.436328
0.184937,0.396472,0.203905,0.436328
0.186869,0.400676,0.206894,0.442674
0.188619,0.404475,0.209884,0.449021
0.191199,0.410066,0.212876,0.455369
0.193777,0.415641,0.212876,0.455369
0.195714,0.419818,0.215869,0.461717
0.197495,0.423652,0.218864,0.468067
0.200092,0.429231,0.22186,0.474418
0.202685,0.43479,0.22186,0.474418
0.204644,0.438978,0.224858,0.48077
0.20698,0.443964,0.227858,0.487123
0.209496,0.449324,0.230859,0.493477
0.212055,0.454765,0.233861,0.499832
0.214664,0.460305,0.233861,0.499832
0.216652,0.464517,0.236866,0.506188
0.219013,0.46951,0.239872,0.512545
0.222173,0.476185,0.242879,0.518903
0.2246,0.481303,0.245889,0.525263
0.226519,0.485346,0.2489,0.531623
0.229948,0.492563,0.2489,0.531623
0.231775,0.496402,0.251913,0.537985
0.234201,0.501496,0.254927,0.544348
0.236734,0.50681,0.257944,0.550712
0.23931,0.51221,0.260962,0.557077
0.241935,0.517712,0.263982,0.563443
0.245275,0.524705,0.263982,0.563443
0.247087,0.528498,0.267004,0.569811
0.249462,0.533466,0.270028,0.57618
0.251367,0.537448,0.273053,0.58255
0.254731,0.544483,0.273053,0.58255
0.25651,0.5482,0.276081,0.588922
0.258861,0.553113,0.27911,0.595294
0.261375,0.558364,0.282142,0.601668
0.263925,0.563694,0.285175,0.608044
0.266529,0.569134,0.28821,0.61442
0.269184,0.574681,0.28821,0.61442
0.271179,0.578849,0.291248,0.620798
0.273493,0.583684,0.294287,0.627177
0.276728,0.590446,0.297329,0.633558
0.278569,0.594294,0.300372,0.63994
0.281305,0.600012,0.300372,0.63994
0.283238,0.604054,0.303418,0.646324
0.285659,0.609116,0.306466,0.652708
0.287598,0.613172,0.309516,0.659095
0.290346,0.618919,0.309516,0.659095
0.292285,0.622975,0.312568,0.665482
0.294693,0.628011,0.315622,0.671871
0.296645,0.632095,0.318679,0.678262
0.2994,0.637859,0.318679,0.678262
0.301367,0.641975,0.321737,0.684654
0.303815,0.647098,0.324798,0.691047
0.305768,0.651186,0.327862,0.697442
0.308542,0.656989,0.327862,0.697442
0.310559,0.661212,0.330927,0.703839
0.312902,0.666114,0.333995,0.710237
0.31487,0.670232,0.337065,0.716636
0.317635,0.676019,0.337065,0.716636
0.320266,0.681522,0.340137,0.723038
0.32266,0.68653,0.343212,0.72944
0.325202,0.691848,0.34629,0.735845
0.3278,0.69728,0.349369,0.74225
0.330443,0.702805,0.352451,0.748658
0.333132,0.708425,0.352451,0.748658
0.33515,0.712643,0.355536,0.755067
0.337557,0.71767,0.358623,0.761478
0.340169,0.723126,0.361712,0.76789
0.342809,0.728636,0.364804,0.774304
0.346167,0.735644,0.364804,0.774304
0.347959,0.739381,0.367899,0.78072
0.350315,0.744292,0.370996,0.787137
0.352892,0.749663,0.374096,0.793556
0.355497,0.755089,0.377198,0.799977
0.357492,0.759243,0.380303,0.806399
0.361042,0.766632,0.380303,0.806399
0.362877,0.770449,0.38341,0.812824
0.365308,0.775501,0.386521,0.81925
0.367281,0.779601,0.389633,0.825678
0.370073,0.785399,0.389633,0.825678
0.372062,0.78953,0.392749,0.832107
0.375103,0.795838,0.395867,0.838539
0.377598,0.80101,0.398988,0.844972
0.379557,0.80507,0.402112,0.851407
0.382366,0.810887,0.402112,0.851407
0.384885,0.816102,0.405239,0.857844
0.386706,0.819868,0.408368,0.864282
0.389438,0.825516,0.4115,0.870723
0.392132,0.831083,0.4115,0.870723
0.394031,0.835005,0.414635,0.877165
0.39657,0.840245,0.417773,0.88361
0.398536,0.844302,0.420914,0.890056
0.401331,0.850065,0.420914,0.890056
0.403333,0.854191,0.424058,0.896504
0.405837,0.859347,0.427205,0.902954
0.408484,0.864795,0.430354,0.909406
0.411159,0.870299,0.433507,0.91586
0.413883,0.875899,0.433507,0.91586
0.415923,0.880092,0.436662,0.922316
0.418422,0.885222,0.439821,0.928774
0.421074,0.890667,0.442982,0.935234
0.423759,0.896175,0.446147,0.941696
0.426493,0.90178,0.446147,0.941696
0.428564,0.906023,0.449315,0.94816
0.43165,0.912342,0.452486,0.954627
0.434147,0.917453,0.45566,0.961095
0.4368,0.922879,0.458837,0.967565
0.439505,0.928409,0.462017,0.974037
0.442259,0.934038,0.462017,0.974037
0.444303,0.938212,0.4652,0.980512
0.447394,0.944519,0.468387,0.986988
0.449919,0.949668,0.471577,0.993467
0.452596,0.955126,0.47477,0.999948
0.45532,0.960677,0.47477,0.999948
0.45721,0.964526,0.477966,1.00643
0.459724,0.969641,0.481166,1.01292
0.462395,0.975075,0.484369,1.0194
0.465093,0.980561,0.487575,1.02589
0.467846,0.986156,0.487575,1.02589
0.469902,0.990332,0.490785,1.03238
0.47241,0.995421,0.493998,1.03888
0.4751,1.00088,0.497214,1.04537
0.477818,1.00639,0.500434,1.05187
0.480585,1.012,0.500434,1.05187
0.482716,1.01632,0.503657,1.05837
